"RAW EXTRACTION LOG  —  All 1,195 questions extracted from BRSR, CDP, EcoVadis & GRI",,,,,
Row ID,Source Standard,Module / Section,Question ID,Indicator Type,Question Text
814,GRI,GRI 205_ Anti-corruption 2016,GRI-205-1b,Disclosure Requirement,[Operations assessed for risks related to] Significant risks related to corruption identified through the risk assessment.
815,GRI,GRI 205_ Anti-corruption 2016,GRI-205-2a,Disclosure Requirement,[Communication and training about anti-corruption] Total number and percentage of governance body members that the organization’s anti-
816,GRI,GRI 205_ Anti-corruption 2016,GRI-205-2b,Disclosure Requirement,[Communication and training about anti-corruption] Total number and percentage of employees that the organization’s anti-corruption
817,GRI,GRI 205_ Anti-corruption 2016,GRI-205-2c,Disclosure Requirement,[Communication and training about anti-corruption] Total number and percentage of business partners that the organization’s anti-
818,GRI,GRI 205_ Anti-corruption 2016,GRI-205-2d,Disclosure Requirement,[Communication and training about anti-corruption] Total number and percentage of governance body members that have received training
819,GRI,GRI 205_ Anti-corruption 2016,GRI-205-2e,Disclosure Requirement,[Communication and training about anti-corruption] Total number and percentage of employees that have received training on anti-
820,GRI,GRI 205_ Anti-corruption 2016,GRI-205-3a,Disclosure Requirement,[Confirmed incidents of corruption and actions] Total number and nature of confirmed incidents of corruption.
821,GRI,GRI 205_ Anti-corruption 2016,GRI-205-3b,Disclosure Requirement,[Confirmed incidents of corruption and actions] Total number of confirmed incidents in which employees were dismissed or disciplined
822,GRI,GRI 205_ Anti-corruption 2016,GRI-205-3c,Disclosure Requirement,[Confirmed incidents of corruption and actions] Total number of confirmed incidents when contracts with business partners were
823,GRI,GRI 205_ Anti-corruption 2016,GRI-205-3d,Disclosure Requirement,[Confirmed incidents of corruption and actions] Public legal cases regarding corruption brought against the organization or its
824,GRI,GRI 206_ Anti-competitive Behavior 2016,GRI-206-1a,Disclosure Requirement,"[Legal actions for anti-competitive behavior, anti-] Number of legal actions pending or completed during the reporting period regarding"
825,GRI,GRI 206_ Anti-competitive Behavior 2016,GRI-206-1b,Disclosure Requirement,"[Legal actions for anti-competitive behavior, anti-] Main outcomes of completed legal actions, including any decisions or judgements."
826,GRI,GRI 207_ Tax 2019,GRI-207-1a,Disclosure Requirement,"[Approach to tax] A description of the approach to tax, including:"
827,GRI,GRI 207_ Tax 2019,GRI-207-1i,Disclosure Requirement,"[Approach to tax] whether the organization has a tax strategy and, if so, a link to this strategy if"
828,GRI,GRI 207_ Tax 2019,GRI-207-2a,Disclosure Requirement,"[Tax governance, control, and risk management] A description of the tax governance and control framework, including:"
829,GRI,GRI 207_ Tax 2019,GRI-207-2i,Disclosure Requirement,"[Tax governance, control, and risk management] the governance body or executive-level position within the organization"
830,GRI,GRI 207_ Tax 2019,GRI-207-2b,Disclosure Requirement,"[Tax governance, control, and risk management] A description of the mechanisms to raise concerns about the organization’s business"
831,GRI,GRI 207_ Tax 2019,GRI-207-2c,Disclosure Requirement,"[Tax governance, control, and risk management] A description of the assurance process for disclosures on tax including, if applicable, a"
832,GRI,GRI 207_ Tax 2019,GRI-207-3a,Disclosure Requirement,[Stakeholder engagement and management of] A description of the approach to stakeholder engagement and management of
833,GRI,GRI 207_ Tax 2019,GRI-207-3i,Disclosure Requirement,[Stakeholder engagement and management of] the approach to engagement with tax authorities;
834,GRI,GRI 207_ Tax 2019,GRI-207-4a,Disclosure Requirement,[Country-by-country reporting] All tax jurisdictions where the entities included in the organization’s audited
835,GRI,GRI 207_ Tax 2019,GRI-207-4b,Disclosure Requirement,[Country-by-country reporting] For each tax jurisdiction reported in Disclosure 207-4-a:
836,GRI,GRI 207_ Tax 2019,GRI-207-4i,Disclosure Requirement,[Country-by-country reporting] Names of the resident entities;
837,GRI,GRI 207_ Tax 2019,GRI-207-4v,Disclosure Requirement,[Country-by-country reporting] Revenues from intra-group transactions with other tax jurisdictions;
838,GRI,GRI 207_ Tax 2019,GRI-207-4x,Disclosure Requirement,[Country-by-country reporting] Reasons for the difference between corporate income tax accrued on profit/loss
839,GRI,GRI 207_ Tax 2019,GRI-207-4c,Disclosure Requirement,[Country-by-country reporting] The time period covered by the information reported in Disclosure 207-4.
840,GRI,GRI 2_ General Disclosures 2021,GRI-2-1a,Disclosure Requirement,[Organizational details] report its legal name;
841,GRI,GRI 2_ General Disclosures 2021,GRI-2-1b,Disclosure Requirement,[Organizational details] report its nature of ownership and legal form;
842,GRI,GRI 2_ General Disclosures 2021,GRI-2-1c,Disclosure Requirement,[Organizational details] report the location of its headquarters;
843,GRI,GRI 2_ General Disclosures 2021,GRI-2-1d,Disclosure Requirement,[Organizational details] report its countries of operation.
844,GRI,GRI 2_ General Disclosures 2021,GRI-2-2a,Disclosure Requirement,[Entities included in the organization’s sustainability] list all its entities included in its sustainability reporting;
845,GRI,GRI 2_ General Disclosures 2021,GRI-2-2b,Disclosure Requirement,[Entities included in the organization’s sustainability] if the organization has audited consolidated financial statements or financial
846,GRI,GRI 2_ General Disclosures 2021,GRI-2-2c,Disclosure Requirement,"[Entities included in the organization’s sustainability] if the organization consists of multiple entities, explain the approach used for"
847,GRI,GRI 2_ General Disclosures 2021,GRI-2-2i,Disclosure Requirement,[Entities included in the organization’s sustainability] whether the approach involves adjustments to information for minority interests;
848,GRI,GRI 2_ General Disclosures 2021,GRI-2-3a,Disclosure Requirement,"[Reporting period, frequency and contact point] specify the reporting period for, and the frequency of, its sustainability reporting;"
849,GRI,GRI 2_ General Disclosures 2021,GRI-2-3b,Disclosure Requirement,"[Reporting period, frequency and contact point] specify the reporting period for its financial reporting and, if it does not align with the"
850,GRI,GRI 2_ General Disclosures 2021,GRI-2-3c,Disclosure Requirement,"[Reporting period, frequency and contact point] report the publication date of the report or reported information;"
851,GRI,GRI 2_ General Disclosures 2021,GRI-2-3d,Disclosure Requirement,"[Reporting period, frequency and contact point] specify the contact point for questions about the report or reported information."
852,GRI,GRI 2_ General Disclosures 2021,GRI-2-4a,Disclosure Requirement,[Restatements of information] report restatements of information made from previous reporting periods and explain:
853,GRI,GRI 2_ General Disclosures 2021,GRI-2-4i,Disclosure Requirement,[Restatements of information] the reasons for the restatements;
854,GRI,GRI 2_ General Disclosures 2021,GRI-2-5a,Disclosure Requirement,"[External assurance] describe its policy and practice for seeking external assurance, including whether and"
855,GRI,GRI 2_ General Disclosures 2021,GRI-2-5b,Disclosure Requirement,[External assurance] if the organization’s sustainability reporting has been externally assured:
856,GRI,GRI 2_ General Disclosures 2021,GRI-2-5i,Disclosure Requirement,[External assurance] provide a link or reference to the external assurance report(s) or assurance
857,GRI,GRI 2_ General Disclosures 2021,GRI-2-6a,Disclosure Requirement,"[Activities, value chain and other business] report the sector(s) in which it is active;"
858,GRI,GRI 2_ General Disclosures 2021,GRI-2-6b,Disclosure Requirement,"[Activities, value chain and other business] describe its value chain, including:"
859,GRI,GRI 2_ General Disclosures 2021,GRI-2-6i,Disclosure Requirement,"[Activities, value chain and other business] the organization’s activities, products, services, and markets served;"
860,GRI,GRI 2_ General Disclosures 2021,GRI-2-6c,Disclosure Requirement,"[Activities, value chain and other business] report other relevant business relationships;"
861,GRI,GRI 2_ General Disclosures 2021,GRI-2-6d,Disclosure Requirement,"[Activities, value chain and other business] describe significant changes in 2-6-a, 2-6-b, and 2-6-c compared to the previous"
862,GRI,GRI 2_ General Disclosures 2021,GRI-2-7a,Disclosure Requirement,"[Employees] report the total number of employees, and a breakdown of this total by gender and by"
863,GRI,GRI 2_ General Disclosures 2021,GRI-2-7b,Disclosure Requirement,[Employees] report the total number of:
864,GRI,GRI 2_ General Disclosures 2021,GRI-2-7i,Disclosure Requirement,"[Employees] permanent employees, and a breakdown by gender and by region;"
865,GRI,GRI 2_ General Disclosures 2021,GRI-2-7v,Disclosure Requirement,"[Employees] part-time employees, and a breakdown by gender and by region;"
866,GRI,GRI 2_ General Disclosures 2021,GRI-2-7c,Disclosure Requirement,"[Employees] describe the methodologies and assumptions used to compile the data, including"
867,GRI,GRI 2_ General Disclosures 2021,GRI-2-7d,Disclosure Requirement,[Employees] report contextual information necessary to understand the data reported under 2-7-a
868,GRI,GRI 2_ General Disclosures 2021,GRI-2-7e,Disclosure Requirement,[Employees] describe significant fluctuations in the number of employees during the reporting period
869,GRI,GRI 2_ General Disclosures 2021,GRI-2-8a,Disclosure Requirement,[Workers who are not employees] report the total number of workers who are not employees and whose work is
870,GRI,GRI 2_ General Disclosures 2021,GRI-2-8i,Disclosure Requirement,[Workers who are not employees] the most common types of worker and their contractual relationship with the
871,GRI,GRI 2_ General Disclosures 2021,GRI-2-8b,Disclosure Requirement,"[Workers who are not employees] describe the methodologies and assumptions used to compile the data, including"
872,GRI,GRI 2_ General Disclosures 2021,GRI-2-8c,Disclosure Requirement,[Workers who are not employees] describe significant fluctuations in the number of workers who are not employees
873,GRI,GRI 2_ General Disclosures 2021,GRI-2-9a,Disclosure Requirement,"[Governance structure and composition] describe its governance structure, including committees of the highest governance"
874,GRI,GRI 2_ General Disclosures 2021,GRI-2-9b,Disclosure Requirement,[Governance structure and composition] list the committees of the highest governance body that are responsible for decision-
875,GRI,GRI 2_ General Disclosures 2021,GRI-2-9c,Disclosure Requirement,[Governance structure and composition] describe the composition of the highest governance body and its committees by:
876,GRI,GRI 2_ General Disclosures 2021,GRI-2-9i,Disclosure Requirement,[Governance structure and composition] executive and non-executive members;
877,GRI,GRI 2_ General Disclosures 2021,GRI-2-10a,Disclosure Requirement,[Nomination and selection of the highest] describe the nomination and selection processes for the highest governance body and
878,GRI,GRI 2_ General Disclosures 2021,GRI-2-10b,Disclosure Requirement,[Nomination and selection of the highest] describe the criteria used for nominating and selecting highest governance body
